url,price,description,location,type,size,bedrooms,bathrooms,available_from,payment_method,down_payment,size_sqm
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-hacienda-white-7846725.html,339500000,"Standalone resale villa directly from the owner
Fully furnished
First row by the sea
Property Details:
Land area: 1,400 sqm
Built-up area: 750 sqm
6 bedrooms
Includes a maid’s room and a driver’s room
7 bathrooms
Location: The villa is located at kilometer 140 on the Alexandria–Marsa Matrouh Road, in the Sidi Abdel Rahman area, with direct views of the Mediterranean coastline.
Nearby Destinations and Landmarks:
Hacienda White is close to the new Fouka Road
Zoya Ghazala Bay is nearby on the North Coast
Hacienda Bay and Hacienda West are also in close proximity
Greater Cairo is approximately 3 hours away from Hacienda White
Telal North Coast Resort is nearby","Hacienda White, Sidi Abdel Rahman, North Coast",Villa,"8,073 sqft / 750 sqm",6.0,7.0,1 Sep 2025,Cash,,750.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mokattam-uptown-cairo-celesta-hills-7844114.html,123000000,"UPTOWN Cairo
Celesta
Standalone villa type V2
BUA: 478 meter
5 bedrooms
Nanny’s room with bathroom
Very prime location first row golf
Wide greenery view from all floors
Asking price: 123,000,000 Including the remaining installments 3 Million
About New Avenue:
New Avenue is a real estate consultancy based in Egypt, aiming at providing comprehensive services for your real estate needs. If you are willing to make an investment or are interested in buying a residential or a commercial property, we are there for you to ensure transforming your plans into reality.
Given our individual experiences in the top real estate companies in Egypt & abroad, we have reached the conclusion that trust is primary factor we should be offering you when it comes to buying, renting or submitting your property for sale or rent.
New Avenue is aiming to provide our customer with almost all the needs that you would need Residential or Commercial.","Celesta Hills, Uptown Cairo, Mokattam, Cairo",Villa,"5,145 sqft / 478 sqm",5.0,5.0,,Cash,,478.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-7155111.html,100000000,"Villa for sale in Marassi
Under Market Price
Sea front phase
Stand alone villa
Fully finished
First use
Bua 535 sqm
Land 545 sqm
With private beach
Contact me for more info:
Menna Mohamed / 01040085671
------------------------------------------------------------------","Marassi, Sidi Abdel Rahman, North Coast",Villa,"5,759 sqft / 535 sqm",5.0,6.0,,Cash,,535.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-dunes-7624646.html,200000000,"Katameya Dunes
Villa for sale
First row
Land area 1700 m2
Building area 1050 m2
Fully finished
Consisting of basement, ground floor and first floor after ground floor.
Basement:-
Large living room.
Kitchenette.
Bathroom to serve the swimming pool.
Room with bathroom.
Room.
Ground floor:
Master room with private bathroom and dressing room.
Lounge.
Dining room.
Bathroom.
Main kitchen.
First floor:
2 master rooms with private bathroom, dressing room and balcony - overlooking the swimming pool.
Room overlooking the swimming pool.
2 rooms with bathroom overlooking the street.
Kitchenette.
Swimming pool.
Backyard.
Garage.
Very special location
Directly on the lake
Price: $4,000,000
for more infodetails or more options plz call 01061112244","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"18,299 sqft / 1,700 sqm",5.0,6.0,23 Jul 2025,Cash,,1700.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-6855822.html,127000000,"Luxury  Villa with Private Pool in Katameya Heights
Built-up Area: 730 sqm
Land Area: 900 sqm
Basement + Ground + First Floor
Bedrooms: 4  rooms
Bathrooms: 5 bathrooms
Office
Laundry Room
Storage room
Nanny + toilet
Driver's + toilet
2 Kitchen
Private Swimming Pool
Garden
Garage
Fully Finished & Equipped with ACs
Experience elegance and comfort in one of Katameya Heights' most prestigious villas!
For more details & exclusive options, contact us today!","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"7,858 sqft / 730 sqm",4.0,5.0,,Cash,,730.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-7684839.html,360000000,"Luxury 5 bedrooms +Maid's room Villa for Sale – Marassi Bay | 2nd Row | Type: Cova
Full Sea View | Royal Family Specs & Finishing
Land Area: 872 m2
BUA:** 696 m2
Finishing: Fully Finished with special Royal Family Specifications with Private Elevator
Asking Price: 360,000,000
for more info call :01016632299
Enjoy breathtaking full sea views from every angle, with a prime location just steps from a private beach and the vibrant Marassi Marina.
Residents benefit from world-class amenities, including a signature 18-hole golf course, The Allure beach bar, The Regal country club, and exclusive concierge services by Address Hotels + Resorts.
Perfect for investors or families seeking a lavish Mediterranean lifestyle, this villa promises luxury and exclusivity in one of Egypt’s most sought-after destinations.","Marassi, Sidi Abdel Rahman, North Coast",Villa,"7,535 sqft / 700 sqm",5.0,6.0,4 Aug 2025,Cash,,700.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-almaza-bay-7790397.html,90000000,"villa first row at Beit el bahr by lowest price in market
Beit el bahr
Standalone
first row
lowset price at market
6 bedroom
6 bathroom
Nanny's room
BUA: 500 sqm
Land: 1480 sqm
Ready to move
Fully Furnished
About Beit Al Bahr
Beit El Bahr is a premier luxury resort meticulously developed over 450 acres in Sidi Heneish. This high-end resort is strategically located to provide homeowners with breathtaking sea views and direct access to pristine beaches.
The sophisticated architectural style of Beit El Bahr blends seamlessly with its natural surroundings, enhancing the experience of tranquility and luxury. Vacationers can indulge in a wide range of amenities, including lavish beach houses, fine dining options, wellness facilities, and various recreational activities such as spa treatments and water sports.","Almaza Bay, Qesm Marsa Matrouh, North Coast",Villa,"15,931 sqft / 1,480 sqm",6.0,6.0,20 Aug 2025,Cash,,1480.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-7841696.html,250000000,"Code Barbary04-KH9
Compound name : Katameya Heights
Unit type : Standalone Villa for sale
Land Area : 1700 SQM
BUA : 1000 SQM
First ROW
8 Bedrooms ( 2 master )
8 bathrooms
Fully finished
Asking Price !
Location of Katameya Heights compound
The compound is located in a strategic location in New Cairo near the Gamal Abdel Nasser axis and the Ring Road, and the compound is a few minutes away from Cairo International Airport and Al Rahma Hospital. The compound is adjacent to important modern landmarks, such as:
Egyptian British International School.
Al Jawy Specialized Hospital.
Egyptian Language School.
German University.
Platinum Mall.
HSBC Bank.","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"18,299 sqft / 1,700 sqm",,,31 Aug 2025,Cash,,1700.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-7840919.html,200000000,"Code Barbary02-KH
Compound name : Katameya Heights
Unit type : Standalone Villa for sale
Land Area : 1130 SQM
BUA : 900 SQM
6 bedrooms ( 2 master )
6 bathrooms
Fully Finished
Asking Price : 4,000,000 USD
Location of Katameya Heights compound
The compound is located in a strategic location in New Cairo near the Gamal Abdel Nasser axis and the Ring Road, and the compound is a few minutes away from Cairo International Airport and Al Rahma Hospital. The compound is adjacent to important modern landmarks, such as:
Egyptian British International School.
Al Jawy Specialized Hospital.
Egyptian Language School.
German University.
Platinum Mall.
HSBC Bank.","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"12,163 sqft / 1,130 sqm",6.0,6.0,31 Aug 2025,Cash,,1130.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-cairo-alexandria-desert-road-palm-hills-golf-views-7840320.html,223192000,"First Row Golf villa with prime location For Sale In Golf Views
Compound : Golf views
Type : Standalone
Fully finished
Land :1540 M
Bua :850 M
Num. of Bedrooms : 8
Bathrooms : 8
Unit Features :
* Nanny's Room + Bathroom
* Very Prime Location
Asking Price: 223,192,000
For more information call/WhatsApp: 01152545655","Palm Hills Golf Views, Cairo Alexandria Desert Road, 6 October City, Giza",Villa,"9,149 sqft / 850 sqm",,,31 Aug 2025,Cash,,850.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mokattam-uptown-cairo-levana-7847809.html,170000000,"- Emaar
- Uptown
- For More Informations : 01113322254
** Unit Details **
- Unit Type : Standalone Villa
- BUA : 720
- NO. of Bedrooms :  8 + Nanny's Bedroom
- NO. of Bathrooms : 8 + Nanny's Bathroom
- Ready to Move
Uptown Cairo Compound is one of the most distinguishing projects by Emaar Misr, developed across 1200 acres of land in the heart of Mokattam. It was constructed with the notion of providing its residents with an elevated kind of living experience, offering them a mesmerizing view from the top, and a one-of-a-kind lifestyle near the comfort of their homes.
Emaar Misr crafted a master plan for the Uptown Cairo Mokattam Project featuring a wide range of distinctive facilities, natural elements, and a luxurious collection of homes splattered across different residential zones. Additionally, it implemented a broad array of exclusive services in the compound, offering homeowners a seamless living experience.
It also picked a strategic location for the Uptown Cairo Compound in the heart of the city, specifically in Mokattam, close to many popular destinations and several main roads for the utmost convenience.
Uptown Cairo Master Plan
Uptown Cairo covers 1200 acres of lush land in Mokattam, and Emaar Misr is granting the residents of the compound a one-of-a-kind living experience, highlighted by elevations and boundless possibilities.
It designed a well-crafted master plan for the Uptown Cairo Project to utilize every square meter of it. It divided the compound into several zones, featuring a variety of high-end facilities and lavish units.
The master plan of the Uptown Cairo Compound includes several residential districts:
Isadore: A mini-gated community that fea","Levana, Uptown Cairo, Mokattam, Cairo",Villa,"21,743 sqft / 2,020 sqm",,,1 Sep 2025,Cash,,2020.0
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-qesm-marsa-matrouh-marsa-baghush-7840490.html,90000000,"MARSA BAGHUSH
5 bedrooms
6 bathrooms
BUA 900
For more info call : 01201657581
For more info call : 01201657581
These elegant units are right on the shores of the coast offering a limited number of separate villas with features catering to your leisure. A unique raw design that features a horizon infinity pool that merges with the sea as well as a garden level. It is the first three rows of Marsa Baghush although our largest and front facing units, a clever design ensures privacy is absolutely
An integrated project in the heart of the North Coast
Sky Abu Dhabi is launching its new project on the North Coast, spanning 430 acres in a strategic location next to Silver Sands by Naguib Sawiris and Summer Sabbour.
Your all-year-round destination, Silversands North Coast is a luxurious destination that is elegantly premium at its core, yet lively in spirit. Considered to be Egypt’s take on a hedonistic azure over the Mediterranean, it is a haven of premium indulgence. Stretching over a kilometer of sparkling beachfront white sands, and lush landscapes of flora that encompass villas, townhouses, twin houses, chalets and condos. Founded on a vast 724 acres, Silversands serves as the go-to beach destination for vacationers all year long. The coastal destination captures the energy of untamed nightlife and the getaway Zen of white sandy beaches, an awe-inspiring lagoon, and immaculate sunsets. The boutique hotels, nightlife, island, and impressive world class amenities are a delight beyond measure, equally complementing the natural inspiration of the surrounding azure.
The project features intelligent planning with a building percentage not exceeding 19%, ensuring vast green spaces, lagoons, a luxury hotel, a clubhouse, and fully integrated commercial and entertainment areas to the highest standards.
An integrated project that offers you a unique residential and investment experience from a trusted Emirati company, with the best payment systems.","Marsa Baghush, Qesm Marsa Matrouh, North Coast",Twin House,"9,688 sqft / 900 sqm",5.0,6.0,30 Aug 2025,Cash,,900.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-1st-settlement-swan-lake-katameya-7818817.html,150000000,"Stand Alone For Sale in Swan Lake Kattameya
New Cairo
Prime Location
Land: 1400 SQM
BUA : 1200 SQM
Fully Finished
First use
7 Bedrooms
7 Bathrooms
Maid Room with Bathroom
Price: 3,000,000 $
For More Information Call Us Akar Town:
+ What’s App
01150000727
Swan Lake Compound is located in the heart of the First Settlement near the Al-Yasmine neighborhood.
Privacy in this compound is achieved to a high degree because you live in a very sophisticated residential complex, and it provides a private residential life completely away from the intense overcrowding and overcrowding in New Cairo. Only housing remains, as there are finishes for all customers and suitable for all categories. Swan Lake is characterized by its strategic location, as it is located in one of the most vital areas of the Fifth Settlement","Swan Lake Katameya, The 1st Settlement, New Cairo City, Cairo",Villa,"15,069 sqft / 1,400 sqm",7.0,7.0,27 Aug 2025,Cash,,1400.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-7848614.html,400000000,"Please Note Before Reading:
This is one of many units we offer in this project, developer & zone we have all unit types
Call or WhatsApp  Us now: +201229888700
View more on TheRealtyCo. org or our Property Finder page
Brought to you by TheRealtyCo. (TRC)
This property is part of a curated portfolio offered by TheRealtyCo., combining a prime location, smart layout, and modern design. Whether you’re looking for a home, investment, or luxury lifestyle, this unit offers privacy, comfort, and long-term value.
Residents enjoy landscaped areas, gyms, pools, and 24/7 security. Some units also feature private gardens, large balconies, staff quarters, and dedicated parking.
Our projects are located in vibrant, well-connected communities with access to schools, hospitals, shopping, and main roads. Flexible payment plans may be available to help you secure the right unit.
TRC is a full-service real estate consultancy offering support across every step — from buying and selling to rentals, investments, and property management in Cairo, Dubai, and beyond.
Contact Us
+201007777355 (Office & After Hours)
Our Services
* Portfolio Management
* Property Rentals
* Resale & Primary Units
* Mortgage Advisory
* Property Management
* Holiday Homes
* Interior Design
Stay Connected
Instagram: @therealtyco.trc
Facebook: TheRealtyCo.
LinkedIn: TheRealtyCo.
Call/ WhatsApp: +201203264626
Website: therealtyco. org
Email: info@therealtyco.com
Visit Us
West Office: G17 The Block Mall | Green 4 | TRC Sales Center | Palm Hills October
East Office: Mindhaus | District 5 | Marakez | New Katameya
Your Perfect Property Awaits — with TRC. Now.","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"11,840 sqft / 1,100 sqm",5.0,6.0,1 Sep 2025,Cash,,1100.0
https://www.propertyfinder.eg/en/plp/buy/land-for-sale-cairo-zamalek-7728249.html,150000000,"An area of 860 square meters with a hotel license
.
2 basements
a ground floor mezzanine
and 7 floors
It is registered in the Real Estate Registry and its license is ready for construction.
Call : 01005622400 OR Visit our website.","Zamalek, Cairo",Land,"9,257 sqft / 860 sqm",,,12 Aug 2025,Cash,,860.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-7848120.html,374000000,"Property Details :
Marassi bay
5 Bedrooms
6 Bathrooms
Type Cova
Royal family specs with Elevator and  special finishings
North & Bay full sea view from garden
Land: 872
Bua: 696
Price : 7,7M $
(+ buyer commission 1,5%)
For Action : 01271760606
__________________________________________________________________________________________________","Marassi, Sidi Abdel Rahman, North Coast",Villa,"7,492 sqft / 696 sqm",5.0,6.0,1 Sep 2025,Cash,,696.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-north-investors-area-cairo-festival-city-7842245.html,200000000,"Villa for sale in Cairo Festival City Al Futtaim Compound
Unit Specifications:
Floors: Basement, ground, and first floors + private garden
- Breathtaking views of the landscape
- Land area: 1,960 m2
- Building area: 1,560 m2
- Asking price: EGP 200,000,000
Cairo Festival City Compound Features:
- The compound's prime location, close to Maadi and the Fifth Settlement, and directly on the Ring Road, provides easy access to transportation
- Gym, swimming pools, and a kids' area
- International school for all educational levels
- Near popular malls such as Hyatt Regency Mall and Cairo Festival City, as well as Downtown Mall and Point Ninety Mall, offering a wide range of international brands
- Restaurants and cafes
- Ample parking for residents, visitors, and malls within the compound
- A sports club for various sports such as football, basketball, tennis, and more
- Breathtaking views of green spaces and swimming pools Water fountains.
- High-level security, with security personnel deployed extensively throughout the compound. Additionally, it is equipped with surveillance cameras. This is your chance to experience luxury in a furnished hotel apartment in a prime location with comprehensive services.
To request a viewing, contact the Karakaz team via WhatsApp.","Cairo Festival City, North Investors Area, New Cairo City, Cairo",Villa,"16,792 sqft / 1,560 sqm",4.0,5.0,20 Aug 2025,Cash,,1560.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-6859005.html,350000000,"Exquisite First-Row Golf Villa in Katameya Heights
Prime Location & Breathtaking Views
Experience unparalleled luxury with this stunning fully finished villa, perfectly situated in Katameya Heights, offering first-row golf course views. Spanning 1,700 sqm of prime land, this home is designed for elegance, comfort, and privacy.
Land Area: 1,700 sqm
First-Row Golf with an unobstructed panoramic view
Spacious Swimming Pool, perfect for relaxation and entertainment
Sun Room to enjoy natural light and scenic surroundings
Vestiaire for added convenience
Fully Finished with high-end materials and refined craftsmanship
This villa is an exceptional opportunity for those seeking a premium lifestyle in one of Cairo’s most exclusive gated communities.
For more details or to schedule a viewing, contact us today!","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"18,299 sqft / 1,700 sqm",,,,Cash,,1700.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-7850555.html,650000000,"CODE : AHMED-KH99
COMPOUND NAME : KATAMEYA HEIGHTS
UNIT TYPE : VILLA
AREA : LAND 3800 SQM / BUA 1900 SQM
7 BED
9 BATH
FULLY FINISHED
ASKING PRICE : 13,000,000 DOLLARS
ASKING PRICE : 6,200,000 DOLLARS
Situated in the heart of New Cairo, close to 90 Street and near major destinations like American University in Cairo (AUC) and Cairo Festival City.
Easy access to Ring Road and Suez Road, making commuting convenient.
Landscaped gardens and walking paths.
Swimming pools.
Clubhouse & recreational areas.
24/7 security and controlled gated access.
Underground parking.
Kids’ play areas.","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"40,903 sqft / 3,800 sqm",7.0,,2 Sep 2025,Cash,,3800.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-madinaty-7843857.html,105000000,"villa for sall in madinaty, design B, best view on (golf & lakes), possibility for creating pool, AREA(1200)
Luxury Villa for Sale in Madinaty with Breathtaking Golf and Lake Views
Description: This exquisite Model B villa in Madinaty offers an unparalleled living experience with breathtaking panoramic views of the golf course and serene lakes. Enjoy the ultimate in luxury with the option of a private swimming pool, meticulously designed to complement the villa's elegant architecture.
•	Land Area: 1,200 sqm
•	Built-up Area: 650 sqm
•	Price:105,000,000
Key Features:
•	Prime Location: Situated in a prime location within Madinaty, offering easy access to all amenities and surrounded by lush 217 and thoughtfully designed layout, including a grand 6-piece reception, a private office, a guest bathroom, and a gourmet kitchen on the ground floor.
•	Luxurious Bedrooms: The first floor features four opulent master bedrooms, each with its own private dressing room and ensuite bathroom.
•	Versatile Rooftop: The rooftop offers a versatile space, perfect for entertaining or relaxation, and includes a multi-purpose room and a maid's room with a private bathroom.
•	Private Swimming Pool: The option for a custom-designed private swimming pool allows you to enjoy the ultimate in luxury and relaxation.
Contact: Engaz Real Estate Amr El-Reyan, Marketing Manager 01146234020","Madinaty, Cairo",Villa,"6,997 sqft / 650 sqm",6.0,6.0,1 Sep 2025,Cash,,650.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-7847580.html,135000000,"Standalone Villa 740m for sale in Mivida, Avenues.
Phase: Views
Bua: 740m
Land: 1224
7 bedrooms
7 bathrooms
#Core & shell
Total Selling Price: 135,000,000
#More About Mivida and Its Location:
Mivida Compound New Cairo is a unique architectural experience provided by Emaar Misr to its customers in Egypt.
As it is an integrated community that offers all amenities and luxury, Mivida New Cairo is established by top-of-the-line international standards and internationally approved sustainability policies.
The area of ​​the Mivida Compound is approximately 860 acres with a large percentage of greenery areas.
Location: Mivida Emaar is located in the heart of New Cairo, directly on 90th Street near the American University, and about 20 minutes away from Cairo International Airport, Suez Road, and Ain Sokhna Road.
-Services Provided by Mivida-
As it puts the customer as its top priority, Emaar Misr has been distinguished in providing the most luxurious services within its various projects, whether tourism, residential, administrative, or commercial projects.","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Villa,"7,965 sqft / 740 sqm",7.0,7.0,1 Sep 2025,Cash,,740.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-7848587.html,200000000,"Please Note Before Reading:
This is one of many units we offer in this project, developer & zone we have all unit types
Call or WhatsApp  Us now: +201229888700
View more on TheRealtyCo. org or our Property Finder page
Brought to you by TheRealtyCo. (TRC)
This property is part of a curated portfolio offered by TheRealtyCo., combining a prime location, smart layout, and modern design. Whether you’re looking for a home, investment, or luxury lifestyle, this unit offers privacy, comfort, and long-term value.
Residents enjoy landscaped areas, gyms, pools, and 24/7 security. Some units also feature private gardens, large balconies, staff quarters, and dedicated parking.
Our projects are located in vibrant, well-connected communities with access to schools, hospitals, shopping, and main roads. Flexible payment plans may be available to help you secure the right unit.
TRC is a full-service real estate consultancy offering support across every step — from buying and selling to rentals, investments, and property management in Cairo, Dubai, and beyond.
Contact Us
+201007777355 (Office & After Hours)
Our Services
* Portfolio Management
* Property Rentals
* Resale & Primary Units
* Mortgage Advisory
* Property Management
* Holiday Homes
* Interior Design
Stay Connected
Instagram: @therealtyco.trc
Facebook: TheRealtyCo.
LinkedIn: TheRealtyCo.
Call/ WhatsApp: +201203264626
Website: therealtyco. org
Email: info@therealtyco.com
Visit Us
West Office: G17 The Block Mall | Green 4 | TRC Sales Center | Palm Hills October
East Office: Mindhaus | District 5 | Marakez | New Katameya
Your Perfect Property Awaits — with TRC. Now.","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Villa,"9,149 sqft / 850 sqm",4.0,5.0,1 Sep 2025,Cash,,850.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-almaza-bay-7850561.html,100000000,"Almaza Bay
North Coast selection 1
One story villa
4th Row
BUA: 328 m
Land: 700 m
Core and shell
Ready to move
5 Bedrooms
6 Bathrooms
Downpayment : 81,000,000
Total price : 100,000,000
About New Avenue:
New Avenue is a real estate consultancy based in Egypt, aiming at providing comprehensive services for your real estate needs. If you are willing to make an investment or are interested in buying a residential or a commercial property, we are there for you to ensure transforming your plans into reality.
Given our individual experiences in the top real estate companies in Egypt & abroad, we have reached the conclusion that trust is primary factor we should be offering you when it comes to buying, renting or submitting your property for sale or rent.
New Avenue is aiming to provide our customer with almost all the needs that you would need Residential or Commercial. New Avenue offers offices and Retails that are available in almost every district in Egypt like New Cairo, Heliopolis, Nasr City, 6th of October.","Almaza Bay, Qesm Marsa Matrouh, North Coast",Villa,"3,531 sqft / 328 sqm",5.0,6.0,26 Jul 2025,Cash,,328.0
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-7852782.html,93500000,"Developer: mountain view
Compound: mountain view icity
The District: new cairo
Unit Type: apartment
BUA: 160 m
View: landscape
Floor: third
Bedrooms: 3
Bathrooms: 3
Finishing: Fully finished +Kitchen Only
Total Price: 9,3500,000  LE
Delivery Date: Ready to move
IKP is a real estate brokerage company with 10 years of solid
experience in (Residential - Commercial - Administrative -
Coastal) properties
With a portfolio of sales results that exceeded expectations with all top notch developers, such as
(Palm Hills - Mountain View - Sodic – Hyde Park – AlMarasem – Al Ahly Sabbour - Sahel
……).
IKP professional team of expertise
strives to be the first choice while seeking a new real estate
investment/ opportunity","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,"1,722 sqft / 160 sqm",3.0,3.0,2 Sep 2025,Cash,,160.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-allegria-7850873.html,100000000,"Please Note Before Reading:
This is one of many units we offer in this project, developer & zone we have all unit types
Call or WhatsApp  Us now: +201229888700
View more on TheRealtyCo. org or our Property Finder page
Brought to you by TheRealtyCo. (TRC)
This property is part of a curated portfolio offered by TheRealtyCo., combining a prime location, smart layout, and modern design. Whether you’re looking for a home, investment, or luxury lifestyle, this unit offers privacy, comfort, and long-term value.
Residents enjoy landscaped areas, gyms, pools, and 24/7 security. Some units also feature private gardens, large balconies, staff quarters, and dedicated parking.
Our projects are located in vibrant, well-connected communities with access to schools, hospitals, shopping, and main roads. Flexible payment plans may be available to help you secure the right unit.
TRC is a full-service real estate consultancy offering support across every step — from buying and selling to rentals, investments, and property management in Cairo, Dubai, and beyond.
Contact Us
+201007777355 (Office & After Hours)
Our Services
* Portfolio Management
* Property Rentals
* Resale & Primary Units
* Mortgage Advisory
* Property Management
* Holiday Homes
* Interior Design
Stay Connected
Instagram: @therealtyco.trc
Facebook: TheRealtyCo.
LinkedIn: TheRealtyCo.
Call/ WhatsApp: +201203264626
Website: therealtyco. org
Email: info@therealtyco.com
Visit Us
West Office: G17 The Block Mall | Green 4 | TRC Sales Center | Palm Hills October
East Office: Mindhaus | District 5 | Marakez | New Katameya
Your Perfect Property Awaits — with TRC. Now.","Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Villa,"3,940 sqft / 366 sqm",4.0,5.0,2 Sep 2025,Cash,,366.0
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-sidi-abdel-rahman-marassi-7848190.html,120000000,"Sidi Heneish
Villa standalone
sea view
first row
4 bedroom
4 bathroom
Nanny's room
Driver's room
BUA: 320 sqm
Land: 800 sqm
very prime location
Ready to move
Fully Finished
Almaza Bay is a luxurious, high-end resort developed by the real estate developer, Travco Properties. It was designed to offer a high-quality vacation experience. The project has been built in 8 phases and includes more than 3,000 beach houses, each carefully planned to meet modern living standards.
The resort combines elegant, contemporary architecture with a variety of amenities and activities that are spread throughout the area.
Almaza Bay North Coast is designed to be more than just a place to spend a vacation - it’s meant to create a special and lasting environment where vacationers","Marassi, Sidi Abdel Rahman, North Coast",Townhouse,"3,444 sqft / 320 sqm",4.0,4.0,31 Aug 2025,Cash,,320.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-hacienda-white-7675474.html,95000000,"Hacienda white
Standalone villa with pool and cabin sea view
5 Master bedrooms
9 bathroom
2 nanny rooms
3 rooms for the drivers
Fully furnished with appliances
Total price:95,000,000 + cabin 10,000,000
About New Avenue:
New Avenue is a real estate consultancy based in Egypt, aiming at providing comprehensive services for your real estate needs. If you are willing to make an investment or are interested in buying a residential or a commercial property, we are there for you to ensure transforming your plans into reality.
Given our individual experiences in the top real estate companies in Egypt & abroad, we have reached the conclusion that trust is primary factor we should be offering you when it comes to buying, renting or submitting your property for sale or rent.
New Avenue is aiming to provide our customer with almost all the needs that you would need Residential or Commercial.","Hacienda White, Sidi Abdel Rahman, North Coast",Villa,"4,844 sqft / 450 sqm",5.0,,3 Aug 2025,Cash,,450.0
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-7853887.html,375000000,"**Luxury Villa for Sale – Marassi Bay | 2nd Row | Type: Cova**
*Full Sea View | Royal Family Specs*
* **Type:** Villa – Cova
* **View:** Full North & Bay Sea View from the Garden
* **Land Area:** 872 sqm
* **BUA:** 696 sqm
* **Finishing:** Special Royal Family Specifications with Private Elevator
* **Asking Price:** **\$7,500,000 USD**
for More Info +201205850599","Marassi, Sidi Abdel Rahman, North Coast",Villa,"7,492 sqft / 696 sqm",5.0,6.0,2 Sep 2025,Cash,,696.0
